serve_number,close_to_side_line,close_to_center_line,dist_ball_bounce_y_returner_y,ball_bounce_y,ball_bounce_x,ball_net_z,dist_ball_bounce_x_returner_x,receiver_y,ball_bounce_angle
0.0,0.0,0.0,0.24363855867330408,0.03894158761857214,-0.4445096716216921,0.017701789281828972,-0.17439164396304752,-0.02007442559147843,0.07909674901745789
0.0,0.0,0.0,0.11418044663897442,0.05416874687968032,-0.10576264600654184,-0.09735984105005824,0.1953485797182637,0.010242053873203344,-0.309655357855578
0.0,0.0,0.0,0.11096409602942581,-0.017473789316025945,0.07510680658435409,0.017701789281828972,-0.05239233938804011,0.009286128845037767,0.04308248457121078
0.0,0.0,0.0,0.019298103657291232,0.020469296055916075,-0.021459087595530335,0.08850894640914486,0.012723853851382038,0.007920521661943986,0.07573092991033148
0.0,0.0,0.0,0.23640176980182037,0.06115826260609087,-0.07050843067102619,-0.12391252497280282,-0.045656181466719126,0.07360622716875498,0.31605041415911717
0.0,0.0,0.0,0.027338980181162764,0.05267099350973538,-0.16860711682202023,0.04425447320457343,-0.14220777833896506,0.02417124714076002,0.012116948785652948
0.0,0.0,0.0,-0.06191474923381013,-0.015726410384423364,-0.08736914235322679,0.061956262486402514,0.0973000588635019,0.0019118500563313212,-0.10804279333873956
0.0,0.0,0.0,-0.1093559207246515,-0.04043934098851709,-0.25904184311746903,0.035403578563657945,-0.18112780188436584,-0.04069509405619476,-0.10198431894591292
0.0,0.0,0.0,-0.09729460593884398,-0.011982026959560663,0.04598375913327879,0.2478250499456056,-0.014969239825154634,-0.023078761394284872,0.10568671996375167
0.0,0.0,0.0,0.14956030334400894,0.009735396904643034,0.23604996355082974,-0.12391252497280282,-0.09131236293343947,-0.02007442559147865,-0.13194010899933306
0.0,0.0,0.0,-0.05146160975277714,0.03070394408387419,-0.05824609490215178,0.1239125249728028,-0.18711549781442818,0.025536854323853775,-0.020531496553467643
0.0,0.0,0.0,0.07960467758632728,0.055416874687968055,0.3678700730662282,-0.17701789281828975,0.07858850908205883,0.016796968352053687,0.15953982567776526
0.0,0.0,0.0,-0.014473577742968313,0.14303544682975539,0.012262335768870258,0.1947196821001187,0.0681100412044513,0.08070738452084258,0.008751129678527203
0.0,0.0,0.0,-0.07236788871484268,-0.030703944083874193,-0.08736914235322857,-0.1239125249728028,-0.03592617558036948,-0.02908743299989759,-0.07539434799961908
0.0,0.0,0.0,0.12302541081523266,-0.012231652521218273,-0.33568144167293346,-0.7523260444777304,0.35851329381244385,-0.027585265098494405,0.0
0.0,0.0,0.0,0.47521580256080154,0.0436844732900649,-0.49662459863940756,0.46909741596846877,0.4520710427196579,-0.05680925881670129,-0.08616496914242183
0.0,1.0,0.0,-0.054677960362326194,-0.17648527209186216,-0.22532041975306605,0.8142823069641327,0.6811004120445188,0.08917414905602405,0.24738770437375024
0.0,0.0,0.0,-0.0024122629571614596,-0.018222666000998505,0.04904934307549702,0.0,-0.15568009418160433,-0.010378614591512757,-0.03837033782123478
0.0,0.0,0.0,-0.16966249465368755,-0.05167249126310534,-0.17473828470645814,0.23897415530469018,-0.1160116086449463,-0.05708238025332015,-0.12217923358866811
0.0,0.0,0.0,-0.0980986935912318,-0.0027458811782326564,-0.0659100547576994,0.04425447320457243,-0.10179083081104834,0.015158239732340983,-0.19387118057044905
0.0,0.0,0.0,0.06513109984335852,-0.010733899151273082,-0.06131167884437083,-0.04425447320457143,-0.0980485208547619,0.00518930729575641,-0.21844166005246712
0.0,0.0,0.0,-0.04824525914322941,-0.004493260109835244,-0.0659100547576994,0.16816699817737424,0.0838277430208639,0.005735550168994186,0.07539434799961903
0.0,0.0,0.0,0.07263363767713216,0.019970044932601128,-0.2253204197530636,-0.7788787284004749,-0.07649306111699739,-0.0014107401596697988,-0.05116045042831324
0.0,0.0,0.0,-0.1431276021249115,-0.05841238142785819,0.009196751826653582,0.02655268392274257,-0.03442925159785698,-0.05626301594346385,0.07337485653534348
0.0,0.0,0.0,0.004824525914322697,-0.02171742386420368,-0.00766395985554702,0.008850894640915485,0.04565618146672043,-0.012700146802772205,0.05149703233902514
0.0,0.0,0.0,-0.0876455541101987,-0.07438841737393909,-0.13028731754428913,-0.06195626248640043,0.12125084258374874,-0.05558021235191698,-0.04005324737479765
0.0,0.0,0.0,-0.005628613566710516,0.01472790813779331,-0.1118938138909783,-0.15046520889554527,0.09131236293344219,0.009013007408419038,-0.1161207591958422
0.0,0.0,0.0,0.03135941844309853,0.02895656515227174,-0.013795127739983926,-0.02655268392274257,-0.04790156744049366,0.010515175309822045,0.12251581549938112
0.0,0.0,0.0,0.1238294984676207,-0.018971542685971045,0.03678700730662282,0.0,0.11077237470614265,0.010651736028131548,0.11948657830296772
0.0,0.0,0.0,0.5789431097187436,0.010983524712930605,-0.1103610219198714,0.24782504994560567,-0.23576552724617916,-0.09231504557713988,-0.6630663641037917
0.0,0.0,0.0,-0.02653489252877539,0.004742885671492836,-0.2835665146552184,-0.08850894640914486,-0.04041694752791658,0.007101157352087606,0.06428714494610455
0.0,0.0,0.0,-0.19378512422530136,0.15152271592611083,0.08890193432433802,-0.07080715712731589,-0.04640464345797646,0.11580348912635274,-0.1612227352313279
0.0,0.0,0.0,-0.11418044663897475,-0.03120319520718917,-0.07050843067102752,0.07965805176823149,-0.12199930457500602,0.002321532211259478,-0.0040389829285506496
0.0,0.0,0.0,0.05709022331948743,-0.0456814777833251,-0.07050843067102619,-0.017701789281828972,0.06736157921319408,0.0166604076337441,0.01985833273204224
0.0,0.0,0.0,0.1648379687393644,0.004992511233150268,-0.04291817519106056,0.14161431425463067,-0.06511619323942064,-0.025263732887235046,-0.1807444860526578
0.0,0.0,0.0,-0.11659270959613577,-0.020718921617573383,-0.15174640513981963,0.04425447320457343,-0.16466163807669593,-0.031135843774538263,0.11544759537441662
0.0,0.0,0.0,0.12865402438194307,-0.045681477783324986,0.32648468984627743,0.0,0.0044907719475464625,-0.0031408965211155992,-0.3113382674091406
0.0,0.0,0.0,0.012061314785807298,-0.055666500249625606,-0.010729543797764488,-0.10621073569097383,0.006736157921319652,-0.028404629408350646,0.023224151839168705
0.0,0.0,0.0,0.3087696585166628,-0.06340489266100849,-0.09963147812209883,0.07080715712731589,0.26420708291397244,-0.08712573828138326,0.20800762082037738
